Record ID,Sumber Feedback,Kanal Feedback,Tanggal Feedback,Tipe Stakeholder,Layanan,Rentang Waktu,Rating,Komentar,Tema Feedback,Customer Journey Hint,PIC Layanan,Lokasi,Tipe Instruktur
DEMO-20260330-0094,Stakeholder Debrief,CRM,2025-07-30,Mahasiswa / Personal,Bootcamp Data Science,1 Tahun Terakhir (Yearly),4,"Komunikasi pra-delivery Bootcamp Data Science rapi, brief jelas, dan semua update status diterima tepat waktu oleh tim personal.",communication,Pra-Layanan dan Ekspektasi,Retail Program Coordinator,Yogyakarta,Internal
DEMO-20260330-0122,Project Coordination Log,Email,2025-07-29,Sekolah / Universitas,Pelatihan Dasar Cybersecurity,1 Tahun Terakhir (Yearly),3,"Jadwal Pelatihan Dasar Cybersecurity cukup sesuai, tetapi durasi sesi siang terasa padat dan jeda masih bisa diperbaiki untuk peserta sekolah / universitas.",schedule,Persiapan dan Kesiapan Delivery,Education Partnership Manager,Yogyakarta,Internal
DEMO-20260330-0095,Outcome Review,CRM,2025-07-27,Mahasiswa / Personal,Sertifikasi Cisco (CCNA),1 Tahun Terakhir (Yearly),5,"Hasil Sertifikasi Cisco (CCNA) terasa actionable, membantu tim personal menindaklanjuti pekerjaan, dan output akhirnya bisa langsung dipakai.",outcome,Tindak Lanjut dan Outcome,Retail Program Coordinator,Online Live,Internal
DEMO-20260330-0123,Operational Readiness Check,On-site Form,2025-07-26,Sekolah / Universitas,Bootcamp Data untuk Dosen,1 Tahun Terakhir (Yearly),4,"Fasilitas ruang untuk Bootcamp Data untuk Dosen nyaman, lab siap dipakai, dan wifi stabil sepanjang sesi untuk sekolah / universitas.",facility,Persiapan dan Kesiapan Delivery,Education Partnership Manager,Semarang,Internal
DEMO-20260330-0124,Post-Class Survey,Google Form,2025-07-23,Sekolah / Universitas,Program Magang / Kunjungan Industri,1 Tahun Terakhir (Yearly),2,Instruktur Program Magang / Kunjungan Industri kurang konsisten menjawab pertanyaan lanjutan dan beberapa penjelasan terasa terlalu umum untuk kebutuhan sekolah / universitas.,instructor,Pelaksanaan Layanan,Education Partnership Manager,Yogyakarta,OL
DEMO-20260330-0125,Learning Evaluation,LMS,2025-07-20,Sekolah / Universitas,Pelatihan Dasar Cybersecurity,1 Tahun Terakhir (Yearly),4,"Materi Pelatihan Dasar Cybersecurity relevan, modulnya terstruktur, dan contoh implementasinya mudah diterapkan setelah sesi selesai oleh sekolah / universitas.",material,Pelaksanaan Layanan,Education Partnership Manager,Semarang,Internal
DEMO-20260330-0153,Account Review,Email,2025-07-19,Vendor / Partner,Kerja Sama Event,1 Tahun Terakhir (Yearly),3,"Respons admin untuk Kerja Sama Event cukup cepat, tetapi follow up revisi dan update status masih perlu dibuat lebih konsisten untuk vendor / partner.",responsiveness,Pra-Layanan dan Ekspektasi,Alliance Manager,Online Live,Internal
DEMO-20260330-0126,Stakeholder Debrief,Email,2025-07-17,Sekolah / Universitas,Bootcamp Data untuk Dosen,1 Tahun Terakhir (Yearly),5,"Komunikasi pra-delivery Bootcamp Data untuk Dosen rapi, brief jelas, dan semua update status diterima tepat waktu oleh tim sekolah / universitas.",communication,Pra-Layanan dan Ekspektasi,Education Partnership Manager,Yogyakarta,Internal
DEMO-20260330-0154,Project Coordination Log,Google Form,2025-07-16,Vendor / Partner,Enablement Partner Teknologi,1 Tahun Terakhir (Yearly),4,"Jadwal Enablement Partner Teknologi tertata rapi, durasi sesi pas, dan jeda antarsesi cukup untuk menjaga fokus peserta vendor / partner.",schedule,Persiapan dan Kesiapan Delivery,Alliance Manager,Jakarta,Internal
DEMO-20260330-0127,Outcome Review,Interview,2025-07-14,Sekolah / Universitas,Program Magang / Kunjungan Industri,1 Tahun Terakhir (Yearly),1,"Setelah Program Magang / Kunjungan Industri selesai, manfaat yang dirasakan belum kuat, tindak lanjut kurang jelas, dan output akhirnya belum mudah dipakai oleh tim sekolah / universitas.",outcome,Tindak Lanjut dan Outcome,Education Partnership Manager,Semarang,OL
DEMO-20260330-0155,Operational Readiness Check,Google Form,2025-07-13,Vendor / Partner,Technical Sales Workshop,1 Tahun Terakhir (Yearly),2,"Fasilitas ruang untuk Technical Sales Workshop kurang siap; wifi sering putus, AC tidak stabil, dan setup lab terlambat saat sesi dimulai untuk vendor / partner.",facility,Persiapan dan Kesiapan Delivery,Alliance Manager,Online Live,OL
DEMO-20260330-0156,Post-Class Survey,LMS,2025-07-10,Vendor / Partner,Kerja Sama Event,1 Tahun Terakhir (Yearly),4,"Instruktur Kerja Sama Event sangat kompeten, penjelasannya jelas, dan contoh kasusnya dekat dengan kebutuhan vendor / partner.",instructor,Pelaksanaan Layanan,Alliance Manager,Jakarta,Internal
DEMO-20260330-0157,Learning Evaluation,Google Form,2025-07-07,Vendor / Partner,Enablement Partner Teknologi,1 Tahun Terakhir (Yearly),5,"Materi Enablement Partner Teknologi relevan, modulnya terstruktur, dan contoh implementasinya mudah diterapkan setelah sesi selesai oleh vendor / partner.",material,Pelaksanaan Layanan,Alliance Manager,Online Live,Internal
DEMO-20260330-0158,Stakeholder Debrief,CRM,2025-07-04,Vendor / Partner,Technical Sales Workshop,1 Tahun Terakhir (Yearly),1,"Komunikasi Technical Sales Workshop kurang rapi; informasi perubahan jadwal, brief teknis, dan update status tidak selalu tersampaikan ke semua PIC vendor / partner.",communication,Pra-Layanan dan Ekspektasi,Alliance Manager,Jakarta,OL
DEMO-20260330-0159,Outcome Review,CRM,2025-07-01,Vendor / Partner,Kerja Sama Event,1 Tahun Terakhir (Yearly),5,"Hasil Kerja Sama Event terasa actionable, membantu tim vendor / partner menindaklanjuti pekerjaan, dan output akhirnya bisa langsung dipakai.",outcome,Tindak Lanjut dan Outcome,Alliance Manager,Online Live,Internal
